,date,time,aqsid,site,gmtoffset,parameter,units,value,source
18832731,10/26/19,12:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,17.0,New York Dept. of Environmental Conservation
18832732,10/26/19,12:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,7.9,New York Dept. of Environmental Conservation
18832733,10/26/19,12:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,8.0,New York Dept. of Environmental Conservation
18832751,10/26/19,12:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,10.1,New York Dept. of Environmental Conservation
18832752,10/26/19,12:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,12.0,New York Dept. of Environmental Conservation
18832756,10/26/19,12:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,7.5,New York Dept. of Environmental Conservation
18832757,10/26/19,12:00,360610134,Division Street,-5.0,PM2.5,UG/M3,8.0,New York Dept. of Environmental Conservation
18832758,10/26/19,12:00,360610135,CCNY,-5.0,PM2.5,UG/M3,7.8,New York Dept. of Environmental Conservation
18832767,10/26/19,12:00,360810124,Queens,-5.0,OZONE,PPB,11.0,New York Dept. of Environmental Conservation
18832768,10/26/19,12:00,360810124,Queens,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
18832769,10/26/19,12:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,11.7,New York Dept. of Environmental Conservation
18832770,10/26/19,12:00,360850111,Fresh Kills,-5.0,OZONE,PPB,3.0,New York Dept. of Environmental Conservation
18832771,10/26/19,12:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,16.1,New York Dept. of Environmental Conservation
18847963,11/11/19,20:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
18847964,11/11/19,20:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,51.0,New York Dept. of Environmental Conservation
18847965,11/11/19,20:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,13.0,New York Dept. of Environmental Conservation
18847966,11/11/19,20:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
18847988,11/11/19,20:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,18.9,New York Dept. of Environmental Conservation
18847989,11/11/19,20:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,14.5,New York Dept. of Environmental Conservation
18847993,11/11/19,20:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,18.7,New York Dept. of Environmental Conservation
18847994,11/11/19,20:00,360610134,Division Street,-5.0,PM2.5,UG/M3,19.2,New York Dept. of Environmental Conservation
18847995,11/11/19,20:00,360610135,CCNY,-5.0,OZONE,PPB,11.0,New York Dept. of Environmental Conservation
18847996,11/11/19,20:00,360610135,CCNY,-5.0,PM2.5,UG/M3,16.5,New York Dept. of Environmental Conservation
18848005,11/11/19,20:00,360810124,Queens,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
18848006,11/11/19,20:00,360810124,Queens,-5.0,PM2.5,UG/M3,16.1,New York Dept. of Environmental Conservation
18848007,11/11/19,20:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,13.6,New York Dept. of Environmental Conservation
18862737,12/03/19,02:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
18862738,12/03/19,02:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,8.0,New York Dept. of Environmental Conservation
18862739,12/03/19,02:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
18862740,12/03/19,02:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
18862761,12/03/19,02:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,2.9,New York Dept. of Environmental Conservation
18862762,12/03/19,02:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
18862766,12/03/19,02:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
18862767,12/03/19,02:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
18862768,12/03/19,02:00,360610135,CCNY,-5.0,OZONE,PPB,30.0,New York Dept. of Environmental Conservation
18862769,12/03/19,02:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
18862777,12/03/19,02:00,360810124,Queens,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
18862778,12/03/19,02:00,360810124,Queens,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
18862779,12/03/19,02:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
18862780,12/03/19,02:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.2,New York Dept. of Environmental Conservation
18877642,10/28/19,09:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
18877643,10/28/19,09:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,6.0,New York Dept. of Environmental Conservation
18877644,10/28/19,09:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
18877645,10/28/19,09:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
18877667,10/28/19,09:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.4,New York Dept. of Environmental Conservation
18877668,10/28/19,09:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
18877672,10/28/19,09:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.6,New York Dept. of Environmental Conservation
18877673,10/28/19,09:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
18877674,10/28/19,09:00,360610135,CCNY,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
18877675,10/28/19,09:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.7,New York Dept. of Environmental Conservation
18877683,10/28/19,09:00,360810124,Queens,-5.0,OZONE,PPB,8.0,New York Dept. of Environmental Conservation
18877684,10/28/19,09:00,360810124,Queens,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
18877685,10/28/19,09:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,9.1,New York Dept. of Environmental Conservation
18877686,10/28/19,09:00,360850111,Fresh Kills,-5.0,OZONE,PPB,10.0,New York Dept. of Environmental Conservation
18877687,10/28/19,09:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
18892313,12/03/19,16:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
18892314,12/03/19,16:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,12.0,New York Dept. of Environmental Conservation
18892315,12/03/19,16:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
18892316,12/03/19,16:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,30.0,New York Dept. of Environmental Conservation
18892335,12/03/19,16:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.3,New York Dept. of Environmental Conservation
18892336,12/03/19,16:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,5.2,New York Dept. of Environmental Conservation
18892340,12/03/19,16:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,11.0,New York Dept. of Environmental Conservation
18892341,12/03/19,16:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
18892342,12/03/19,16:00,360610135,CCNY,-5.0,OZONE,PPB,30.0,New York Dept. of Environmental Conservation
18892343,12/03/19,16:00,360610135,CCNY,-5.0,PM2.5,UG/M3,5.6,New York Dept. of Environmental Conservation
18892351,12/03/19,16:00,360810124,Queens,-5.0,OZONE,PPB,29.0,New York Dept. of Environmental Conservation
18892352,12/03/19,16:00,360810124,Queens,-5.0,PM2.5,UG/M3,7.5,New York Dept. of Environmental Conservation
18892353,12/03/19,16:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,7.9,New York Dept. of Environmental Conservation
18892354,12/03/19,16:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
18907235,10/28/19,21:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
18907236,10/28/19,21:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,8.0,New York Dept. of Environmental Conservation
18907237,10/28/19,21:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
18907238,10/28/19,21:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,24.0,New York Dept. of Environmental Conservation
18907260,10/28/19,21:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
18907261,10/28/19,21:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
18907265,10/28/19,21:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.9,New York Dept. of Environmental Conservation
18907266,10/28/19,21:00,360610134,Division Street,-5.0,PM2.5,UG/M3,5.6,New York Dept. of Environmental Conservation
18907267,10/28/19,21:00,360610135,CCNY,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
18907268,10/28/19,21:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.2,New York Dept. of Environmental Conservation
18907277,10/28/19,21:00,360810124,Queens,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
18907278,10/28/19,21:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.1,New York Dept. of Environmental Conservation
18907279,10/28/19,21:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,6.5,New York Dept. of Environmental Conservation
18907280,10/28/19,21:00,360850111,Fresh Kills,-5.0,OZONE,PPB,24.0,New York Dept. of Environmental Conservation
18907281,10/28/19,21:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
18922552,10/02/19,13:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
18922553,10/02/19,13:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,35.0,New York Dept. of Environmental Conservation
18922554,10/02/19,13:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,18.5,New York Dept. of Environmental Conservation
18922555,10/02/19,13:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
18922572,10/02/19,13:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,10.2,New York Dept. of Environmental Conservation
18922573,10/02/19,13:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,14.4,New York Dept. of Environmental Conservation
18922576,10/02/19,13:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,-3.3,New York Dept. of Environmental Conservation
18922577,10/02/19,13:00,360610134,Division Street,-5.0,PM2.5,UG/M3,18.0,New York Dept. of Environmental Conservation
18922578,10/02/19,13:00,360610135,CCNY,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
18922579,10/02/19,13:00,360610135,CCNY,-5.0,PM2.5,UG/M3,12.9,New York Dept. of Environmental Conservation
18922588,10/02/19,13:00,360810124,Queens,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
18922589,10/02/19,13:00,360810124,Queens,-5.0,PM2.5,UG/M3,12.0,New York Dept. of Environmental Conservation
18922590,10/02/19,13:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,17.2,New York Dept. of Environmental Conservation
18922591,10/02/19,13:00,360850111,Fresh Kills,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
18922592,10/02/19,13:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,7.8,New York Dept. of Environmental Conservation
18937668,10/24/19,04:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,24.0,New York Dept. of Environmental Conservation
18937669,10/24/19,04:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,12.0,New York Dept. of Environmental Conservation
18937670,10/24/19,04:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,6.5,New York Dept. of Environmental Conservation
18937671,10/24/19,04:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
18937693,10/24/19,04:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
18937694,10/24/19,04:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,6.2,New York Dept. of Environmental Conservation
18937698,10/24/19,04:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,9.6,New York Dept. of Environmental Conservation
18937699,10/24/19,04:00,360610134,Division Street,-5.0,PM2.5,UG/M3,5.4,New York Dept. of Environmental Conservation
18937700,10/24/19,04:00,360610135,CCNY,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
18937701,10/24/19,04:00,360610135,CCNY,-5.0,PM2.5,UG/M3,4.1,New York Dept. of Environmental Conservation
18937710,10/24/19,04:00,360810124,Queens,-5.0,OZONE,PPB,29.0,New York Dept. of Environmental Conservation
18937711,10/24/19,04:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.5,New York Dept. of Environmental Conservation
18937712,10/24/19,04:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.9,New York Dept. of Environmental Conservation
18937713,10/24/19,04:00,360850111,Fresh Kills,-5.0,OZONE,PPB,9.0,New York Dept. of Environmental Conservation
18937714,10/24/19,04:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,6.9,New York Dept. of Environmental Conservation
18952488,11/26/19,17:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,30.0,New York Dept. of Environmental Conservation
18952489,11/26/19,17:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,10.9,New York Dept. of Environmental Conservation
18952490,11/26/19,17:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
18952507,11/26/19,17:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,7.8,New York Dept. of Environmental Conservation
18952508,11/26/19,17:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,8.4,New York Dept. of Environmental Conservation
18952512,11/26/19,17:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,12.0,New York Dept. of Environmental Conservation
18952513,11/26/19,17:00,360610134,Division Street,-5.0,PM2.5,UG/M3,18.7,New York Dept. of Environmental Conservation
18952514,11/26/19,17:00,360610135,CCNY,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
18952515,11/26/19,17:00,360610135,CCNY,-5.0,PM2.5,UG/M3,12.5,New York Dept. of Environmental Conservation
18952522,11/26/19,17:00,360810124,Queens,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
18952523,11/26/19,17:00,360810124,Queens,-5.0,PM2.5,UG/M3,8.2,New York Dept. of Environmental Conservation
18952524,11/26/19,17:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,8.5,New York Dept. of Environmental Conservation
18952525,11/26/19,17:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,9.4,New York Dept. of Environmental Conservation
18967406,10/24/19,10:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
18967407,10/24/19,10:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,12.0,New York Dept. of Environmental Conservation
18967408,10/24/19,10:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,9.6,New York Dept. of Environmental Conservation
18967409,10/24/19,10:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,2.0,New York Dept. of Environmental Conservation
18967431,10/24/19,10:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,9.9,New York Dept. of Environmental Conservation
18967432,10/24/19,10:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,10.1,New York Dept. of Environmental Conservation
18967436,10/24/19,10:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,9.7,New York Dept. of Environmental Conservation
18967437,10/24/19,10:00,360610134,Division Street,-5.0,PM2.5,UG/M3,7.9,New York Dept. of Environmental Conservation
18967438,10/24/19,10:00,360610135,CCNY,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
18967439,10/24/19,10:00,360610135,CCNY,-5.0,PM2.5,UG/M3,5.2,New York Dept. of Environmental Conservation
18967448,10/24/19,10:00,360810124,Queens,-5.0,OZONE,PPB,1.0,New York Dept. of Environmental Conservation
18967449,10/24/19,10:00,360810124,Queens,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
18967450,10/24/19,10:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,7.9,New York Dept. of Environmental Conservation
18967451,10/24/19,10:00,360850111,Fresh Kills,-5.0,OZONE,PPB,1.0,New York Dept. of Environmental Conservation
18967452,10/24/19,10:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,10.5,New York Dept. of Environmental Conservation
18982298,11/26/19,03:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
18982299,11/26/19,03:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,23.0,New York Dept. of Environmental Conservation
18982300,11/26/19,03:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,12.1,New York Dept. of Environmental Conservation
18982301,11/26/19,03:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,2.0,New York Dept. of Environmental Conservation
18982322,11/26/19,03:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,9.2,New York Dept. of Environmental Conservation
18982323,11/26/19,03:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,10.0,New York Dept. of Environmental Conservation
18982327,11/26/19,03:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,15.9,New York Dept. of Environmental Conservation
18982328,11/26/19,03:00,360610134,Division Street,-5.0,PM2.5,UG/M3,11.0,New York Dept. of Environmental Conservation
18982329,11/26/19,03:00,360610135,CCNY,-5.0,OZONE,PPB,3.0,New York Dept. of Environmental Conservation
18982330,11/26/19,03:00,360610135,CCNY,-5.0,PM2.5,UG/M3,13.4,New York Dept. of Environmental Conservation
18982339,11/26/19,03:00,360810124,Queens,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
18982340,11/26/19,03:00,360810124,Queens,-5.0,PM2.5,UG/M3,16.2,New York Dept. of Environmental Conservation
18982341,11/26/19,03:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,13.1,New York Dept. of Environmental Conservation
18982342,11/26/19,03:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,11.2,New York Dept. of Environmental Conservation
18997413,10/02/19,07:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
18997414,10/02/19,07:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,21.0,New York Dept. of Environmental Conservation
18997415,10/02/19,07:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,7.0,New York Dept. of Environmental Conservation
18997416,10/02/19,07:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,24.0,New York Dept. of Environmental Conservation
18997433,10/02/19,07:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,6.6,New York Dept. of Environmental Conservation
18997434,10/02/19,07:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,8.5,New York Dept. of Environmental Conservation
18997438,10/02/19,07:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,7.8,New York Dept. of Environmental Conservation
18997439,10/02/19,07:00,360610134,Division Street,-5.0,PM2.5,UG/M3,5.9,New York Dept. of Environmental Conservation
18997440,10/02/19,07:00,360610135,CCNY,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
18997441,10/02/19,07:00,360610135,CCNY,-5.0,PM2.5,UG/M3,7.4,New York Dept. of Environmental Conservation
18997450,10/02/19,07:00,360810124,Queens,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
18997451,10/02/19,07:00,360810124,Queens,-5.0,PM2.5,UG/M3,7.8,New York Dept. of Environmental Conservation
18997452,10/02/19,07:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,8.9,New York Dept. of Environmental Conservation
18997453,10/02/19,07:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,6.3,New York Dept. of Environmental Conservation
19012636,10/11/19,19:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,33.0,New York Dept. of Environmental Conservation
19012637,10/11/19,19:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,11.0,New York Dept. of Environmental Conservation
19012638,10/11/19,19:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
19012639,10/11/19,19:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,33.0,New York Dept. of Environmental Conservation
19012661,10/11/19,19:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,3.0,New York Dept. of Environmental Conservation
19012662,10/11/19,19:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
19012666,10/11/19,19:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,2.9,New York Dept. of Environmental Conservation
